date,user_id,department_id,shift,category,severity,text,actions,date_resolved,status
3/2/2026,201912ce-f2b9-445a-8112-9f63229cd484,c69e905b-76c4-435c-b456-94ea24a77db7,-,Training & Skill Development,Low,Folding training.,[],3/2/2026,Resolved
3/5/2026,3ef94c1d-6d70-4722-a667-33b08990b381,d334c2c1-d181-4c63-b481-07b69f89f4ea,-,Quality Control,Low,Updating Casino SOP ,[],3/5/2026,Resolved
4/13/2026,3ef94c1d-6d70-4722-a667-33b08990b381,b6576035-2f2b-4f2f-82fa-bd7a057a608a,-,Process Deviation,Med,Sara detailed a next day for Argosy cruise except all 5 jackets were detailed as jacket hoods instead of jackets. I went through and fixed them.,[],4/13/2026,Resolved
4/3/2026,38415b1a-3ed4-42ac-8fce-62f64525cdd7,b6576035-2f2b-4f2f-82fa-bd7a057a608a,-,Invenasset,Low,Please add Elizabeth Vivero to Invenasset elizabeth@helenascleaners.com,[],4/3/2026,Resolved
7/14/2026,3ef94c1d-6d70-4722-a667-33b08990b381,f3499f5a-92a0-4d9c-b532-68fa1301ed26,-,Quality Control,High,2 aprons straps were returned from the casino with solvent smell. They will need to be dried in the DC machine on program #16 to remove the solvent and odor,[],7/14/2026,Resolved
2/18/2026,3ef94c1d-6d70-4722-a667-33b08990b381,f3499f5a-92a0-4d9c-b532-68fa1301ed26,-,Process Deviation,Med,Couldn't locate Same Day order. After checking cameras found out Alex left with aprons  by the sheets,[],2/18/2026,Resolved
6/30/2026,37f3118a-7132-47da-a008-c5b2976e1bff,159bc2b7-001d-45d6-86e9-14819d337550,-,Equipment / Maintenance,High,"Add in invenasset, inspection of all production stations for cleanliness and organization.",[],6/30/2026,Resolved
3/4/2026,3ef94c1d-6d70-4722-a667-33b08990b381,159bc2b7-001d-45d6-86e9-14819d337550,-,Equipment / Maintenance,Med,Belt on Washer 2 is breaking.,[],3/4/2026,Resolved
3/4/2026,3ef94c1d-6d70-4722-a667-33b08990b381,159bc2b7-001d-45d6-86e9-14819d337550,-,Equipment / Maintenance,Med,Belt on Washer 2 is breaking.,[],3/4/2026,Resolved
4/13/2026,3ef94c1d-6d70-4722-a667-33b08990b381,9c151ba5-2bb4-466c-85ad-8e6bb90f05ea,-,Staffing / Attendance,Low,Nelly had to leave at 9:25 due to family emergency,[],4/13/2026,Resolved
2/18/2026,3ef94c1d-6d70-4722-a667-33b08990b381,9c151ba5-2bb4-466c-85ad-8e6bb90f05ea,-,Equipment / Maintenance,Med,Mericia brought to my attention 2 ripping connectors on the Chicago press,[],2/18/2026,Resolved
9/15/2026,f9401f5c-11cd-4e00-ab74-92575d9cf6b2,9f94c322-9196-4524-b4c9-90aaa19cc883,-,Communication,High,Today Graciela had to go home early because of a medical issue; Hermila stayed behind to finish a pending order and help Armoire ,[],9/15/2026,Resolved
9/15/2026,f9401f5c-11cd-4e00-ab74-92575d9cf6b2,9f94c322-9196-4524-b4c9-90aaa19cc883,-,Equipment / Maintenance,High,"The machine that irons the tablecloths broke down today, so Omar, Dylan, and Brandon called the technician to take a look at it.",[],9/15/2026,Resolved
8/11/2026,37f3118a-7132-47da-a008-c5b2976e1bff,061c940a-3dba-4654-98cc-1a83be88cc46,-,Staffing / Attendance,High,Edith time off,[],8/11/2026,Resolved
5/1/2026,3ef94c1d-6d70-4722-a667-33b08990b381,061c940a-3dba-4654-98cc-1a83be88cc46,-,Staffing / Attendance,Low,Edith Scheduled day off,[],5/1/2026,Resolved
5/4/2026,37f3118a-7132-47da-a008-c5b2976e1bff,a73dfbe3-1e93-4c2e-8a5d-0a9375d6c8b7,-,Staffing / Attendance,Low,Dylan called out. ,[],5/4/2026,Resolved
4/14/2026,3ef94c1d-6d70-4722-a667-33b08990b381,a73dfbe3-1e93-4c2e-8a5d-0a9375d6c8b7,-,Equipment / Maintenance,Med,"The NP 2 cameras are attached to the top Open Eye system, the box was turned off in the back so all David did to fix was turn it back on.  ",[],4/14/2026,Resolved
3/24/2026,3ef94c1d-6d70-4722-a667-33b08990b381,a73dfbe3-1e93-4c2e-8a5d-0a9375d6c8b7,-,Process Deviation,Med,"Cassie brought to my attention an issue with some orders Cindy is splitting where there is a note to never split, or she is splitting just the red bag which means the drivers are just taking a customers red bag and wasting a trip as well as confusing the customer as to where their items are.",[],3/24/2026,Resolved
3/24/2026,3ef94c1d-6d70-4722-a667-33b08990b381,a73dfbe3-1e93-4c2e-8a5d-0a9375d6c8b7,-,Quality Control,Med,"Wool comforter for Jules Gilman is a biohazard, Date specific order for tomorrow that is approved wet clean. ",[],3/24/2026,Resolved
3/10/2026,201912ce-f2b9-445a-8112-9f63229cd484,a73dfbe3-1e93-4c2e-8a5d-0a9375d6c8b7,-,Staffing / Attendance,Med,"talked to Luis, Juana Edith Maria Morfin about Smrt.",[],3/10/2026,Resolved
4/10/2026,38415b1a-3ed4-42ac-8fce-62f64525cdd7,517e3a81-f77e-418c-a35e-68952c49c8fd,-,Process Deviation,High,"There are multiple items in the boiler room that were placed there to dry that have been left for multuple days. Is there a racking location for these items? Is there a process for checking these items every day to see if theyre dry and ready to package? Examples of items left in there for multiple days as of 4/10 7am : 20687492 (originally due 4/9 now pushed to 4/13) 20745699 (received order ready notifixation 4/02, CSRs wouldnt know where it is if he was to come pick it up)",[],4/10/2026,Resolved
7/14/2026,3ef94c1d-6d70-4722-a667-33b08990b381,eaa37ea2-ea7c-4e05-84b4-0551747ce3ce,-,Equipment / Maintenance,Med,The bagger severly slowed down and was stopping and going. I also the screen was lagging behind. I tried to restart MAP and SMRT and that is when SMRT produced an update. After the update everything resume pace as normal and worked correctly,[],7/14/2026,Resolved
4/10/2026,37f3118a-7132-47da-a008-c5b2976e1bff,fea79e67-d025-4511-9fa3-4b88f68ffa55 ,-,Staffing / Attendance,Low,Nelly time off ,[],4/10/2026,Resolved
8/17/2026,37f3118a-7132-47da-a008-c5b2976e1bff,c8cace0d-524d-48a1-a2de-88e7e442663e,-,Staffing / Attendance,High,Karla No call no show ,[],8/17/2026,Resolved
3/5/2026,3ef94c1d-6d70-4722-a667-33b08990b381,38c2d13e-a2f2-40c9-ad6c-b8260cc2ec5a,-,Equipment / Maintenance,Low,Electrician installed the Converter but hasn't been able to hook into the main computer,[],3/5/2026,Resolved
3/1/2026,3ef94c1d-6d70-4722-a667-33b08990b381,38c2d13e-a2f2-40c9-ad6c-b8260cc2ec5a,-,Safety / Risk,High,The new mats we put under the waterguns seem to get more slippery when wet.,[],3/1/2026,Resolved
8/17/2026,37f3118a-7132-47da-a008-c5b2976e1bff,e53222f3-8a1c-470e-b15f-638ffba75785,-,Staffing / Attendance,High,liliana call out sick,[],8/17/2026,Resolved
2/18/2026,3ef94c1d-6d70-4722-a667-33b08990b381,e53222f3-8a1c-470e-b15f-638ffba75785,-,Quality Control,Med,Casino saying we are causing snags in items,[],2/18/2026,Resolved
8/30/2026,201912ce-f2b9-445a-8112-9f63229cd484,26d76d5a-952d-43ad-9bae-ab02ef0bee50,-,Equipment / Maintenance,High,"Washer #1 is stuck and won’t allow us to continue. We restarted it twice, but it’s still not working.",[],8/31/2026,Resolved
7/20/2026,37f3118a-7132-47da-a008-c5b2976e1bff,26d76d5a-952d-43ad-9bae-ab02ef0bee50,-,Equipment / Maintenance,Low,Key broke in a dryer lint screen ,[],7/21/2026,Resolved
6/16/2026,37f3118a-7132-47da-a008-c5b2976e1bff,26d76d5a-952d-43ad-9bae-ab02ef0bee50,-,Staffing / Attendance,High,MArtina morning WB attendant called out,[],6/17/2026,Resolved
6/16/2026,201912ce-f2b9-445a-8112-9f63229cd484,26d76d5a-952d-43ad-9bae-ab02ef0bee50,-,Equipment / Maintenance,High,"The girls mentioned that around 9:30 PM yesterday, the alarm was triggered and the lights turned off, even though no one touched or adjusted anything.",[],6/17/2026,Resolved
6/8/2026,201912ce-f2b9-445a-8112-9f63229cd484,26d76d5a-952d-43ad-9bae-ab02ef0bee50,-,Staffing / Attendance,Med,"I spoke with the WB team, morning afternoon and nigth shifts  about the new employee handbook. The main topics discussed were sick time, tardiness, and attendance. I asked everyone to read and sign the handbook no later than tomorrow.",[],6/9/2026,Resolved
6/3/2026,3ef94c1d-6d70-4722-a667-33b08990b381,26d76d5a-952d-43ad-9bae-ab02ef0bee50,-,Equipment / Maintenance,Med,"Dryer 21 lint screen has the lint sticking to most of the screen and can't be easily removed, not sure if we can clean with some kind of soaking or solvents or if we need to purchase new lint screens ",[],6/4/2026,Resolved
5/28/2026,201912ce-f2b9-445a-8112-9f63229cd484,26d76d5a-952d-43ad-9bae-ab02ef0bee50,-,Staffing / Attendance,Low,adriana called out ,[],5/29/2026,Resolved
5/28/2026,201912ce-f2b9-445a-8112-9f63229cd484,26d76d5a-952d-43ad-9bae-ab02ef0bee50,-,Staffing / Attendance,Med,Jimmy cubrira parte del turno debido a que adriana vendra.,[],5/29/2026,Resolved
5/20/2026,201912ce-f2b9-445a-8112-9f63229cd484,26d76d5a-952d-43ad-9bae-ab02ef0bee50,-,Staffing / Attendance,High,I spoke with Jimmy. We had a conversation about checking the garments that will be processed in Wash & Fold and separating the items that appear to be more delicate,[],5/21/2026,Resolved
5/19/2026,201912ce-f2b9-445a-8112-9f63229cd484,26d76d5a-952d-43ad-9bae-ab02ef0bee50,-,Staffing / Attendance,Med,I showed the Washbox ladies an example of the tickets and explained that the orders that are currently on route should be returned separately to Helena’s.,[],5/20/2026,Resolved
5/13/2026,3ef94c1d-6d70-4722-a667-33b08990b381,26d76d5a-952d-43ad-9bae-ab02ef0bee50,-,Customer / Account Impact,Med,Sara came to me saying customer Deepali Aneja says they recieved items in their W&F that wasn't theirs. I reviewed camera footage and found no process deiviations or mixing of any orders. Not sure what the customer is saying is not theirs but let Sara know so we can follow up with the customer.,[],5/14/2026,Resolved
5/12/2026,201912ce-f2b9-445a-8112-9f63229cd484,26d76d5a-952d-43ad-9bae-ab02ef0bee50,-,Staffing / Attendance,Med,I spoke with the WB team regarding Memorial Day. All of them would like to take Sunday and Monday off. They understand that there will likely be a large amount of WDF to process on Tuesday because of the holiday.,[],5/13/2026,Resolved
5/5/2026,37f3118a-7132-47da-a008-c5b2976e1bff,26d76d5a-952d-43ad-9bae-ab02ef0bee50,-,Equipment / Maintenance,High,"Spider wash kiosk not working, they are trying to replicate the issue and are going to call me tomorrow, I told them it was urgent that we can't be without them for our customers ",[],5/6/2026,Resolved
4/29/2026,3ef94c1d-6d70-4722-a667-33b08990b381,26d76d5a-952d-43ad-9bae-ab02ef0bee50,-,Equipment / Maintenance,Med,Changed out the Kiosk readers and packaged the old ones to be shippde out. Left with Serafin to take them to UPS or FedEx,[],4/30/2026,Resolved
4/20/2026,201912ce-f2b9-445a-8112-9f63229cd484,26d76d5a-952d-43ad-9bae-ab02ef0bee50,-,Staffing / Attendance,Med,"Following up on last week’s discussion, the team mentioned that the washer traps were clean; the only issue was the toilet bowl, which they found a bit dirty yesterday.",[],4/21/2026,Resolved
4/15/2026,3ef94c1d-6d70-4722-a667-33b08990b381,26d76d5a-952d-43ad-9bae-ab02ef0bee50,-,Communication,Med,Martina asked me about when the soccer uniforms were coming and I realized we did not inform her about the end of the account. We should have relayed this info to her in our group chat. ,[],4/16/2026,Resolved
4/13/2026,38415b1a-3ed4-42ac-8fce-62f64525cdd7,26d76d5a-952d-43ad-9bae-ab02ef0bee50,-,Equipment / Maintenance,Med,"From Vince: washer number 4 keeps taking loads and spinning them without stopping or washing. It also has no breaker to turn it off individually, to turn off washer 4 all of them need to be turned off",[],4/14/2026,Resolved
4/13/2026,201912ce-f2b9-445a-8112-9f63229cd484,26d76d5a-952d-43ad-9bae-ab02ef0bee50,-,Staffing / Attendance,Low,"I had a meeting with the Washbox team, where we discussed important topics such as placing found items in the designated Helena’s basket. They also requested anti-fatigue mats to rest their feet while standing, and a basket to hold more than two water jugs.",[],4/14/2026,Resolved
4/9/2026,201912ce-f2b9-445a-8112-9f63229cd484,26d76d5a-952d-43ad-9bae-ab02ef0bee50,-,Equipment / Maintenance,Med,"While I was in Washbox, Jimmy told me the computer had no internet. I tried connecting to the “Washbox Private” network but couldn’t access it. I also tried the “Washbox Employee” network, but that didn’t work either. I contacted Jonni to ask for the password, but the one provided didn’t work. I then called Dylan to see if he remembered the password, but he didn’t recall it either.",[],4/10/2026,Resolved
4/9/2026,201912ce-f2b9-445a-8112-9f63229cd484,26d76d5a-952d-43ad-9bae-ab02ef0bee50,-,Equipment / Maintenance,Med,"Jimmy reached out to inform me that washer number 4 got stuck with clothes inside. I went to check, and it was indeed stuck, so we had to reset it. We tried running a spin and rinse cycle, but it remained stuck. I instructed him to place an “Out of Order” sign on the machine.",[],4/10/2026,Resolved
4/1/2026,3ef94c1d-6d70-4722-a667-33b08990b381,26d76d5a-952d-43ad-9bae-ab02ef0bee50,-,Staffing / Attendance,Med,Jimmy Called out for his shift,[],4/2/2026,Resolved
3/31/2026,201912ce-f2b9-445a-8112-9f63229cd484,26d76d5a-952d-43ad-9bae-ab02ef0bee50,-,Staffing / Attendance,Med,Jimmy wasn’t feeling well and asked to leave early due to a headache.,[],4/1/2026,Resolved
3/31/2026,201912ce-f2b9-445a-8112-9f63229cd484,26d76d5a-952d-43ad-9bae-ab02ef0bee50,-,Staffing / Attendance,Med,"Jimmy brought something to my attention: a new customer came into Washbox to drop off a Wash & Fold order. He proceeded to create the ticket and set up the new customer profile.

While processing the order, he noticed there were wool sweaters and a blazer included, so he reached out to Production. He was instructed to leave the order outside Brandon’s office so we can contact the customer tomorrow and explain the proper processing options.",[],4/1/2026,Resolved
3/30/2026,201912ce-f2b9-445a-8112-9f63229cd484,26d76d5a-952d-43ad-9bae-ab02ef0bee50,-,Training & Skill Development,Low,show jimmy how can clean the conforter and told him to reorganizat the back ,[],3/31/2026,Resolved
3/30/2026,201912ce-f2b9-445a-8112-9f63229cd484,26d76d5a-952d-43ad-9bae-ab02ef0bee50,-,Equipment / Maintenance,Med,"jimmy called me to told me that customer said she got 6 charges by $5 each one, that i told him to send messenger by smrt to jonni. ",[],3/31/2026,Resolved
3/23/2026,201912ce-f2b9-445a-8112-9f63229cd484,26d76d5a-952d-43ad-9bae-ab02ef0bee50,-,Training & Skill Development,Low,"I spoke with Martina and Jimmy about organizing the Washbox storage area. I mentioned that it would be helpful to find an additional way to arrange things so it looks more organized, and asked them to let me know by Wednesday what they need so I can support them in getting everything properly set up. I also noticed that the WDF team has labels with the measurements for comforter bags, which I really liked—it definitely helps make things look more organized.",[],3/24/2026,Resolved
3/17/2026,201912ce-f2b9-445a-8112-9f63229cd484,26d76d5a-952d-43ad-9bae-ab02ef0bee50,-,Safety / Risk,Low,meeting witg washbox ladies ,[],3/18/2026,Resolved
3/10/2026,201912ce-f2b9-445a-8112-9f63229cd484,26d76d5a-952d-43ad-9bae-ab02ef0bee50,-,Staffing / Attendance,Low,noemi called out,[],3/11/2026,Resolved
3/9/2026,201912ce-f2b9-445a-8112-9f63229cd484,26d76d5a-952d-43ad-9bae-ab02ef0bee50,-,Staffing / Attendance,Low,Jimmy Call Out,[],3/10/2026,Resolved
3/2/2026,201912ce-f2b9-445a-8112-9f63229cd484,26d76d5a-952d-43ad-9bae-ab02ef0bee50,-,Equipment / Maintenance,Med,Washbox washer number 1,[],3/3/2026,Resolved
8/10/2026,f9401f5c-11cd-4e00-ab74-92575d9cf6b2,a6ad3266-1504-4599-88a6-2f97a300d788,-,Staffing / Attendance,High,Today I spoke with Liliana to ask if she could come in at 1 p.m. to cover for KOKO in opening bags while she's away. Liliana will start tomorrow..,[],8/11/2026,Resolved
8/10/2026,f9401f5c-11cd-4e00-ab74-92575d9cf6b2,a6ad3266-1504-4599-88a6-2f97a300d788,-,Staffing / Attendance,High,Liliana left early due to health issues,[],8/11/2026,Resolved
7/31/2026,3ef94c1d-6d70-4722-a667-33b08990b381,a6ad3266-1504-4599-88a6-2f97a300d788,-,Staffing / Attendance,Med,Koko called out again,[],8/1/2026,Resolved
7/20/2026,3ef94c1d-6d70-4722-a667-33b08990b381,a6ad3266-1504-4599-88a6-2f97a300d788,-,Staffing / Attendance,Low,Koko texted 2 minutes beofre her shift that she would be 5 minutes late,[],7/21/2026,Resolved
7/17/2026,f9401f5c-11cd-4e00-ab74-92575d9cf6b2,a6ad3266-1504-4599-88a6-2f97a300d788,-,Equipment / Maintenance,High,"Today, Washing Machine 3 displayed error code 500 again, so we had to turn it off. Also, while we were doing laundry, Mrs. María told me that Washing Machine 6 was having the same problem; when I went to check it, I noticed that it was displaying error code 25. I let Brandon, Omar, and Dylan know.",[],7/18/2026,Resolved
7/9/2026,3ef94c1d-6d70-4722-a667-33b08990b381,a6ad3266-1504-4599-88a6-2f97a300d788,-,Staffing / Attendance,Low,Koko day off,[],7/10/2026,Resolved
7/7/2026,f9401f5c-11cd-4e00-ab74-92575d9cf6b2,a6ad3266-1504-4599-88a6-2f97a300d788,-,Communication,Low,María had to leave before the scheduled departure time for medical reasons.,[],7/8/2026,Resolved
6/22/2026,3ef94c1d-6d70-4722-a667-33b08990b381,a6ad3266-1504-4599-88a6-2f97a300d788,-,Process Deviation,Med,Josefina's son came to drop off starbucks for her and came inside the store with her. Josefina was showing him a little bit about what she does but then he grabbed a pair of white jeans and started handling them. That is when I said something and let him know he couldn't touch the garments. Brandon came in shortly after and I explained to him what happened. Carlos and Brandon will talk to her about how it is ok to take pride in your work and want to show what you do to your family hpwever they just aren't allowed to touch the items for liabilty and quality purposes,[],6/23/2026,Resolved
6/9/2026,201912ce-f2b9-445a-8112-9f63229cd484,a6ad3266-1504-4599-88a6-2f97a300d788,-,Staffing / Attendance,Med,Koko mentioned that she has an appoiment and she will late she doesnt mention a what time that she will be here.,[],6/10/2026,Resolved
6/4/2026,f9401f5c-11cd-4e00-ab74-92575d9cf6b2,a6ad3266-1504-4599-88a6-2f97a300d788,-,Volume / Forecasting,High,"When I arrived at Helena’s today, I noticed that the drivers had brought very few hangers and that they were all plastic, so we were going to be short on velvet hangers and trouser hangers. I contacted Brandon to see if any of the drivers could bring more, but it was already too late. I told the girls at Armoire that they wouldn’t be hanging pants today and that they should use our Helena’s hangers for the sweaters. I also sent a message to the Armoire Hangers group asking them to supply us with more and to keep sharing photos of the hangers they bring so we can make sure the quantities are sufficient.
",[],6/5/2026,Resolved
6/4/2026,f9401f5c-11cd-4e00-ab74-92575d9cf6b2,a6ad3266-1504-4599-88a6-2f97a300d788,-,Equipment / Maintenance,High,"Today, while I was checking the dry-cleaning machines, I noticed that Machine 2 was out of oil and that Machine 1 was already half empty. I told Brandon, and he’ll take care of it tomorrow.",[],6/5/2026,Resolved
5/27/2026,f9401f5c-11cd-4e00-ab74-92575d9cf6b2,a6ad3266-1504-4599-88a6-2f97a300d788,-,Equipment / Maintenance,Med,"Today, while draining the water from the back of dry-cleaning machine #3, I noticed that the hose is broken and water is leaking out when I turn on the faucet. I've let Brandon know so he can follow up on it. ",[],5/28/2026,Resolved
5/26/2026,37f3118a-7132-47da-a008-c5b2976e1bff,a6ad3266-1504-4599-88a6-2f97a300d788,-,Staffing / Attendance,Med,Koko called out.,[],5/27/2026,Resolved
5/20/2026,3ef94c1d-6d70-4722-a667-33b08990b381,a6ad3266-1504-4599-88a6-2f97a300d788,-,Process Deviation,Med,Talked with Carlos about the time difference from the Armoire report vs the employees physical papers. He said that they hadn't put the time down whe he came to collect and so they wrote the time they could think of but he double checked and corrected in the excel report. I let him know that he needs to really push on them the importance of the accuracy of their times and how it can affect their PPOH and performance. Also that if they are not filling out the papers correctly  then he needs to let us know so we can talk with them as nessicary as it is part of their job role.,[],5/21/2026,Resolved
5/19/2026,f9401f5c-11cd-4e00-ab74-92575d9cf6b2,a6ad3266-1504-4599-88a6-2f97a300d788,-,Quality Control,Low,"Today I assigned the Armoire team a specific number of damaged items, showed them how to properly fill out the labels provided by Armoire, and helped them fill out their labels. ",[],5/20/2026,Resolved
5/18/2026,37f3118a-7132-47da-a008-c5b2976e1bff,a6ad3266-1504-4599-88a6-2f97a300d788,-,Communication,High,"I wen't over some points with Carlos about Armoire: -Hanging, 500 pieces today and tomorrow to leave and not send to armoire for QC, use of fedex boxes instead of bins for clean clothes, Damage rails, Staffing breaks.",[],5/19/2026,Resolved
